,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship
1140,6890,6890,4435,4435,2010,29,GD Harpur,38,Doctor of Philosophy,Male,1,1140,White,C43,Political Science,48800.13,Harpur Doctor of Philosophy,Masters Prepared,84619.13,35819,1,0.635646657,-1.502461899,0.204083259,3.8,4,4,3.57,3.9,3.7,0,0,0,-0.04,6,3.83,6.8,GD Harpur,White
1141,5166,5166,5688,632,2010,34,GD Watson,43,Doctor of Philosophy,Male,1,1141,White,R87,Industrial and Systems Enginee,6785,Industrial and Systems Eng PhD,0,24132,17347,1,-1.371068235,2.931135642,-0.794082858,4,4,4,0,0,0,0,0,0,0,3,4,3,GD Non-Harpur,White
1142,0,6255,6255,765,2010,22,GD Harpur,31,Doctor of Philosophy,Female,1,1142,China,C22,Economics,24377.15,Harpur Doctor of Philosophy,Masters Prepared,38493.15,14116,1,-0.858443721,1.609704391,-0.643213404,3.7,3.77,3.67,3,3.39,3.85,0,0,0,-0.03,6,3.56,6.4,GD Harpur,China
1143,6890,6890,3330,3330,2010,22,GD Harpur,31,Doctor of Philosophy,Male,1,1143,White,C45,Behavioral Neuroscience,26809.49,Harpur Doctor of Philosophy,Bachelors Prepared,65249.49,38440,1,0.523791737,-0.802150518,0.130708273,3.16,3.62,3.53,4,3.3,3.7,0,0,0,0.06,6,3.55,7.4,GD Harpur,White
1144,5166,5166,5688,5688,2010,26,GD Watson,35,Doctor of Philosophy,Male,1,1144,Europe,R96,Electrical Engineering,11168.65,Electrical Engineering PhD,0,39826.65,28658,1,-1.520216817,3.088070157,-1.045331081,4,4,4,4,0,0,0,0,1,0,4,4,3.4,GD Non-Harpur,White
1145,0,0,0,0,2011,29,GD Harpur,37,Doctor of Philosophy,Female,0,1145,Asia,C60,Translation Studies,81575.19,Harpur Doctor of Philosophy,Masters Prepared,81575.19,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,0,0,0,0,0,0,0,0,2,4,4.4,GD Harpur,Asia
1146,5166,5166,5688,5688,2010,26,GD Watson,35,Doctor of Philosophy,Male,1,1146,China,R93,Systems Science,18396.92,Systems Science PhD,0,44706.92,26310,1,-0.749774565,1.461575458,-0.873773967,3.67,4,4,4,0,0,0,0,0,0.1,4,3.92,4.4,GD Non-Harpur,China
1147,6890,7580,7580,6255,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1147,Asia,C38,Philosophy Interpretation and,24112.39,Harpur Doctor of Philosophy,Bachelors Prepared,69854.39,45742,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,4,4,0,0,0,0,6,4,5.4,GD Harpur,Asia
1148,0,0,0,0,2010,33,GD Watson,42,Doctor of Philosophy,Male,0,1148,Black or African American,R93,Systems Science,49139.06,Systems Science PhD,0,49139.06,0,1,0.446452295,-0.465811419,-0.391949316,3.85,4,0,0,0,0,0,0,0,0.15,2,3.92,3,GD Non-Harpur,White
1149,6890,6890,5688,5688,2010,46,GD Harpur,55,Doctor of Philosophy,Male,1,1149,Africa,C60,Translation Studies,8989.74,Harpur Doctor of Philosophy,Bachelors Prepared,42625.74,33636,1,3.79E-16,-5.79E-16,-1.21E-15,3.57,3.9,3.5,0,0,0,0,0,0,-0.04,3,3.66,3.4,GD Harpur,Africa
1150,5166,5166,5688,632,2010,29,GD Watson,38,Doctor of Philosophy,Male,1,1150,Unknown,R87,Industrial and Systems Enginee,6877.1,Industrial and Systems Eng PhD,0,25330.1,18453,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,0,0,0,0,0,0,0,3,4,3,GD Non-Harpur,White
1151,5166,5166,5688,5688,2010,23,GD Harpur,32,Doctor of Philosophy,Male,1,1151,India,C12,Biological Sciences EEB,25259.3,Harpur Doctor of Philosophy,Masters Prepared,65567.3,40308,1,0.484438008,-1.177873668,0.114045404,4,4,4,4,4,4,0,0,0,0,6,4,8.4,GD Harpur,White
1152,0,4890,4890,0,2010,50,GD Nursing,59,Doctor of Nursing Practice,Female,1,1152,White,D70,Family Nurse Practitioner,27541.05,Nursing DNP,0,46691.05,19150,1,0.189837323,-0.247429791,-0.656617735,3.85,4,3.79,4,3.84,3.91,3.3,0,1,-0.06,7,3.81,3.4,GD Non-Harpur,White
1153,6890,6890,5688,5688,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,1153,Africa,C15,Chemistry,13518.62,Harpur Doctor of Philosophy,Bachelors Prepared,41594.62,28076,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.88,3.7,0,0,0,0,0,0,0,3,3.76,5,GD Harpur,Africa
1154,5166,5166,5688,5688,2010,26,GD Watson,35,Doctor of Philosophy,Male,1,1154,Asia,R93,Systems Science,15188.67,Systems Science PhD,0,43781.67,28593,1,-1.804494966,4.213117613,0.00642474,3.2,3.57,3.23,3.43,3,0,0,0,1,-0.05,5,3.29,3.4,GD Non-Harpur,Asia
1155,6890,6890,5688,5688,2010,26,GD Harpur,35,Doctor of Philosophy,Female,1,1155,Africa,C15,Chemistry,14223.77,Harpur Doctor of Philosophy,Bachelors Prepared,57035.77,42812,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.3,4,0,0,0,0,0,0,0,3,3.77,5.8,GD Harpur,Africa
1156,2092.5,2092.5,3330,3330,2010,47,GD Nursing,56,Doctor of Philosophy,Female,1,1156,White,D99,Nursing,9996.35,Nursing PhD,0,20841.35,10845,1,-0.045665106,0.059518895,0.157948491,4,3.3,3.9,3.82,4,0,0,0,0,0.05,5,3.8,4.4,GD Non-Harpur,White
1157,5166,5166,5688,5688,2010,25,GD Harpur,34,Doctor of Philosophy,Female,1,1157,Europe,C33,Comparative Literature,17285.53,Harpur Doctor of Philosophy,Bachelors Prepared,41308.53,24023,1,-0.269953134,0.351850977,0.933725848,4,4,4,4,0,0,0,0,0,0,4,4,5.4,GD Harpur,White
1158,6255,6255,6885,6885,2012,24,GD Watson,31,Doctor of Philosophy,Male,1,1158,Asia,R98,Mechanical Engineering,10748.49,Mechanical Engineering PhD,0,40560.49,29812,1,-3.334629363,4.083603495,0.447224741,3.9,3.77,3.15,3.7,0,0,0,0,0,-0.12,4,3.63,3.8,GD Non-Harpur,Asia
1159,411,1233,432,432,2011,23,GD Harpur,31,Doctor of Philosophy,Female,1,1159,White,C29,History,1662.72,Harpur Doctor of Philosophy,Masters Prepared,5076.72,3414,1,0.889497464,-1.320630612,0.660685766,3.9,3.9,4,3.77,3.7,0,0,0,1,-0.05,5,3.85,5,GD Harpur,White
1160,0,0,2466,2466,2012,52,GD Nursing,59,Doctor of Nursing Practice,Female,1,1160,White,D72,X Gerontological NP,27197.55,Nursing DNP,0,32129.55,4932,1,0.171613921,-0.223677809,-0.593585825,4,3.9,4,0,0,0,0,0,0,0,3,3.97,1.4,GD Non-Harpur,White
1161,5435,5435,453,0,2015,22,GD Watson,26,Doctor of Philosophy,Male,1,1161,White,R95,Electrical and Computer Engr,2375.25,Electrical Engineering PhD,0,13698.25,11323,1,0.268338133,-0.349746019,-0.92813981,4,4,4,4,0,0,0,0,0,0,4,4,2,GD Non-Harpur,White
1162,7580,7580,3510,3510,2011,21,GD Harpur,29,Doctor of Philosophy,Female,1,1162,White,C34,Mathematics,9155.54,Harpur Doctor of Philosophy,Bachelors Prepared,47415.54,38260,1,0.53970103,-1.2663047,-0.233536179,3.57,3.77,3.69,4,4,4,4,4,0,0.06,8,3.88,6.4,GD Harpur,White
1163,6885,6885,0,841,2010,27,GD Watson,36,Doctor of Philosophy,Male,1,1163,Asia,R98,Mechanical Engineering,9838.65,Mechanical Engineering PhD,0,29074.65,19236,1,-2.829380191,6.038195831,-1.535779838,3.7,3.91,3.7,4,3.5,0,0,0,0,-0.03,5,3.76,6.8,GD Non-Harpur,Asia
1164,5688,5688,6255,0,2011,25,GD Watson,33,Doctor of Philosophy,Male,1,1164,Asia,R98,Mechanical Engineering,33203.84,Mechanical Engineering PhD,0,50834.84,17631,1,-2.472563715,4.940057891,0.418852668,3.57,3.6,3,4,4,0,0,0,0,0.13,5,3.63,3.8,GD Non-Harpur,Asia
1165,3510,3510,3699,3699,2011,26.3,GD Harpur,35,Doctor of Philosophy,Female,1,1165,White,C23,English,5015.7,Harpur Doctor of Philosophy,Masters Prepared,21203.7,16188,1,1.536719739,-2.915415719,1.155543838,3.9,3.93,4,4,3.85,4,4,0,0,0.01,7,3.95,6,GD Harpur,White
1166,4435,3330,390,390,2011,53,GD Watson,61,Doctor of Philosophy,Male,1,1166,White,R92,Computer Science,7193.82,Computer Science PhD,0,16170.82,8977,1,-0.129773117,0.169143426,0.448865,4,4,0,0,0,0,0,0,0,0,2,4,6,GD Non-Harpur,White
1167,7580,7580,3900,4685,2011,24,GD Harpur,32,Doctor of Philosophy,Female,1,1167,White,C29,History,6605.52,Harpur Doctor of Philosophy,Bachelors Prepared,38288.52,31683,1,1.910842852,-3.812068861,0.911786277,3.8,3.9,3.88,4,3.77,0,0,0,0,0,5,3.87,5.4,GD Harpur,White
1168,0,0,0,0,2011,31,GD Watson,39,Doctor of Philosophy,Male,0,1168,White,R92,Computer Science,10539.3,Computer Science PhD,0,10539.3,0,1,-0.243976573,0.460148957,-0.940027341,4,4,4,4,4,4,0,0,0,0,6,4,3,GD Non-Harpur,White
1169,4435,3330,3510,4685,2011,44,GD Education,52,Doctor of Education,Female,1,1169,Black or African American,E99,Educational Theory and Practic,7432.78,Education EDD,0,28366.78,20934,1,0.319744176,-0.700324585,0.028239322,3.63,3.24,4,3.26,3.8,0,0,0,0,0.04,5,3.59,4,GD Non-Harpur,White
1170,5688,6320,6255,6255,2011,24.3,GD Watson,33,Doctor of Philosophy,Male,1,1170,Asian,R87,Industrial and Systems Enginee,10339.94,Industrial and Systems Eng PhD,0,38994.94,28655,1,-1.453860869,3.272352398,-1.359668712,3.8,3.67,3.7,4,0,0,0,0,0,0.06,4,3.79,4.6,GD Non-Harpur,White
1171,7580,5688,3510,3510,2011,47,GD Harpur,55,Doctor of Philosophy,Male,1,1171,Hispanic or Latino,C33,Comparative Literature,77301.13,Harpur Doctor of Philosophy,Masters Prepared,105091.13,27790,1,0.528756535,-0.42417359,0.360439063,3.85,3.42,4,3.69,0,0,0,0,0,0.01,4,3.74,4.4,GD Harpur,White
1172,7580,7580,4290,4685,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1172,White,C47,Clinical Psychology,15772.86,Harpur Doctor of Philosophy,Bachelors Prepared,49486.86,33714,1,1.239372551,-2.567251726,-0.669146806,3.8,3.59,4,4,4,3.88,4,0,0,0.04,7,3.9,5.8,GD Harpur,White
1173,7580,7580,4685,3510,2011,27,GD Harpur,35,Doctor of Philosophy,Female,1,1173,White,C47,Clinical Psychology,16170.88,Harpur Doctor of Philosophy,Bachelors Prepared,46512.88,30342,1,0.290545321,-0.914206436,0.762960893,4,3.87,3.91,3.72,4,3.85,4,3.87,0,0,8,3.9,4.8,GD Harpur,White
1174,5688,5688,3510,3510,2011,29,GD Harpur,37,Doctor of Philosophy,Female,1,1174,White,C23,English,23329.63,Harpur Doctor of Philosophy,Masters Prepared,41725.63,18396,1,0.454442905,-0.20630058,0.149742437,4,4,3.85,4,0,0,0,0,0,-0.02,4,3.96,2.4,GD Harpur,White
1175,5688,5688,6255,695,2011,25.3,GD Watson,34,Doctor of Philosophy,Male,1,1175,Asia,R87,Industrial and Systems Enginee,13526.42,Industrial and Systems Eng PhD,0,34223.42,20697,1,-2.578568162,5.558662464,-1.863170837,3.9,3.9,3.85,0,0,0,0,0,0,-0.03,3,3.88,4,GD Non-Harpur,Asia
1176,5436,5436,0,0,2013,24,GD Nursing,30,Doctor of Nursing Practice,Female,1,1176,White,D70,Family Nurse Practitioner,18006.8,Nursing DNP,0,28878.8,10872,1,-0.208273927,0.271459654,0.720387075,3.68,3.62,3.65,3.87,4,3.85,0,0,0,0.06,6,3.78,2.4,GD Non-Harpur,White
1177,4435,4435,4685,3510,2011,25,GD Management,33,Doctor of Philosophy,Female,1,1177,White,B99,Management PHD,4389.93,Management PhD,0,26427.93,22038,1,0.042586506,0.099293875,-3.062148214,4,4,4,4,0,0,0,0,0,0,4,4,3.4,GD Non-Harpur,White
1178,5688,5688,3510,3510,2011,26,GD Harpur,34,Doctor of Philosophy,Male,1,1178,White,C33,Comparative Literature,10813.47,Harpur Doctor of Philosophy,Masters Prepared,38377.47,27564,1,2.219200546,-3.976509599,1.141100686,4,3.85,4,4,0,0,0,0,0,0.01,4,3.96,7,GD Harpur,White
1179,4435,4435,4685,3900,2011,23,GD Harpur,31,Doctor of Philosophy,Female,1,1179,Unknown,C47,Clinical Psychology,34788.23,Harpur Doctor of Philosophy,Bachelors Prepared,68323.23,33535,1,0.778796177,-1.458608796,-0.219959412,3.71,3.83,3.82,3.78,4,3.65,4,4,0,0.03,8,3.85,5.8,GD Harpur,White
1180,7580,7580,6255,695,2011,24,GD Grad School,32,Doctor of Philosophy,Female,1,1180,China,H21,Materials Science and Engineer,19725.91,Graduate School PhD,0,45047.91,25322,1,-0.802371714,1.536621371,-0.837157743,4,4,0,0,0,0,0,0,0,0,2,4,3.4,GD Non-Harpur,China
1181,7580,7580,3510,3900,2011,22,GD Harpur,30,Doctor of Philosophy,Male,1,1181,White,C46,Cognitive Psychology,20674.4,Harpur Doctor of Philosophy,Bachelors Prepared,55868.4,35194,1,-0.111180389,0.21565393,0.199051698,3.48,3.52,3.83,3.88,3.9,0,0,0,1,0.12,5,3.72,4.8,GD Harpur,White
1182,7580,7580,6255,6255,2011,28,GD Harpur,36,Doctor of Philosophy,Male,1,1182,Europe,C01,Anthropology,13031.04,Harpur Doctor of Philosophy,Bachelors Prepared,53733.04,40702,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,3.93,4,4,4,0,0,0,0.02,6,3.97,5.4,GD Harpur,White
1183,4435,4435,3510,3510,2011,23,GD Harpur,31,Doctor of Philosophy,Female,1,1183,Unknown,C13,Biological Sciences,28309.85,Harpur Doctor of Philosophy,Bachelors Prepared,54726.85,26417,1,0.531414905,-0.915011222,-0.579793325,4,4,3.69,4,4,0,0,0,1,0,5,3.94,6.4,GD Harpur,White
1184,7580,7580,4685,4685,2011,24,GD Harpur,32,Doctor of Philosophy,Female,1,1184,White,C43,Political Science,8737.85,Harpur Doctor of Philosophy,Bachelors Prepared,43671.85,34934,1,1.479072466,-3.0461292,-0.013331717,3.8,4,4,4,3.9,4,0,0,0,0.02,6,3.95,6.4,GD Harpur,White
1185,7580,7580,4290,4685,2011,26,GD Harpur,34,Doctor of Philosophy,Female,1,1185,White,C47,Clinical Psychology,92178.36,Harpur Doctor of Philosophy,Bachelors Prepared,125892.36,33714,1,1.979017815,-4.232052568,-0.017453771,4,3.91,4,4,4,4,0,0,0,0.01,6,3.99,5.8,GD Harpur,White
1186,6320,6320,7645,6950,2011,25,GD Harpur,33,Doctor of Philosophy,Male,1,1186,China,C29,History,23433.94,Harpur Doctor of Philosophy,0,55730.94,32297,1,-1.086580795,2.113005698,-0.840781757,3.85,3.88,3.76,4,0,0,0,0,0,0.03,4,3.87,7.8,GD Harpur,China
1187,925,925,925,925,2014,26,GD Watson,31,Doctor of Philosophy,Male,1,1187,Asia,R92,Computer Science,9218.38,Computer Science PhD,0,16694.38,7476,1,0.069282508,-0.090301297,-0.239637405,3.67,4,3.85,3.7,0,0,0,0,0,-0.01,4,3.8,4.8,GD Non-Harpur,Asia
1188,7580,7580,3510,3510,2011,21,GD Harpur,29,Doctor of Philosophy,Male,1,1188,White,C34,Mathematics,13149.18,Harpur Doctor of Philosophy,Bachelors Prepared,50503.18,37354,1,0.442221332,-1.034837764,-0.851219517,3.43,3.57,4,4,4,4,4,4,0,0.07,8,3.88,6.4,GD Harpur,White
1189,4435,4435,4290,4685,2011,24,GD Harpur,32,Doctor of Philosophy,Male,1,1189,White,C47,Clinical Psychology,6386.59,Harpur Doctor of Philosophy,Bachelors Prepared,33810.59,27424,1,1.121925676,-2.312635631,-0.294724887,3.91,4,4,4,4,3.88,0,0,0,0,6,3.97,5.4,GD Harpur,White
1190,5688,5688,3510,3510,2011,24,GD Harpur,32,Doctor of Philosophy,Male,1,1190,Hispanic or Latino,C23,English,92272.33,Harpur Doctor of Philosophy,Bachelors Prepared,110668.33,18396,1,1.031724266,-1.935251744,-0.045825887,4,4,3.85,4,0,0,0,0,0,-0.02,4,3.96,4.4,GD Harpur,White
1191,6634,5688,6255,6255,2011,30,GD Harpur,38,Doctor of Philosophy,Female,1,1191,Africa,C33,Comparative Literature,26296.3,Harpur Doctor of Philosophy,Bachelors Prepared,57115.3,30819,1,3.79E-16,-5.79E-16,-1.21E-15,3.87,4,3.87,4,0,0,0,0,0,0.03,4,3.93,6.4,GD Harpur,Africa
1192,7580,7580,3510,3510,2011,23,GD Harpur,31,Doctor of Philosophy,Female,1,1192,White,C45,Behavioral Neuroscience,5542.69,Harpur Doctor of Philosophy,Bachelors Prepared,37343.69,31801,1,0.780007198,-2.015355063,1.220947494,2.85,3.48,3.85,3.83,3.7,4,0,0,0,0.18,6,3.62,5,GD Harpur,White
1193,7580,7580,6255,6255,2011,23,GD Harpur,31,Doctor of Philosophy,Male,1,1193,Europe,C46,Cognitive Psychology,14121.97,Harpur Doctor of Philosophy,Bachelors Prepared,58168.97,44047,1,1.29270134,-2.710943523,-0.687087973,4,3.91,3.57,3.93,4,4,0,0,0,0.02,6,3.9,4.4,GD Harpur,White
1194,9175,9175,10095,7569,2013,26,GD Management,32,Doctor of Philosophy,Male,1,1194,China,B99,Management PHD,11799.32,Management PhD,0,53363.32,41564,1,-0.955533753,1.770095544,-0.317996947,3.9,3.9,3.9,4,0,0,0,0,0,0.03,4,3.92,4.4,GD Non-Harpur,China
1195,0,7580,3900,4685,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1195,White,C29,History,15014.82,Harpur Doctor of Philosophy,Bachelors Prepared,40473.82,25459,1,1.209414207,-2.353325531,-0.109696127,3.9,3.9,4,4,3.87,3.94,0,0,0,0,6,3.93,7.4,GD Harpur,White
1196,7580,7580,4290,4685,2011,27,GD Harpur,35,Doctor of Philosophy,Male,1,1196,White,C47,Clinical Psychology,69807.3,Harpur Doctor of Philosophy,Bachelors Prepared,106977.3,37170,1,1.974022974,-4.128463804,-0.155565929,3.6,3.5,4,3.88,4,3.82,4,0,0,0.07,7,3.83,5.8,GD Harpur,White
1197,5166,5688,5688,695,2011,28.3,GD Watson,37,Doctor of Philosophy,Male,1,1197,China,R98,Mechanical Engineering,15666.1,Mechanical Engineering PhD,0,35128.1,19462,1,-1.145894558,2.567727031,-1.613507858,4,3.9,3.87,0,0,0,0,0,0,-0.07,3,3.92,3.6,GD Non-Harpur,China
1198,7580,7580,4290,4685,2011,24,GD Harpur,32,Doctor of Philosophy,Male,1,1198,White,C47,Clinical Psychology,26801.77,Harpur Doctor of Philosophy,Bachelors Prepared,58745.77,31944,1,1.19036883,-2.516365245,-0.20903232,3.83,3.67,3.89,3.84,3.75,3.24,4,4,0,0.01,8,3.78,7,GD Harpur,White
1199,7580,7580,3510,3510,2011,26,GD Harpur,34,Doctor of Philosophy,Female,1,1199,Hispanic or Latino,C13,Biological Sciences,28513.06,Harpur Doctor of Philosophy,Masters Prepared,56573.06,28060,1,-0.55612515,1.272306731,0.666564628,4,3.67,3.87,3.85,4,0,0,0,0,0.02,5,3.88,4.4,GD Harpur,White
1200,4435,4435,3744,4685,2011,23,GD Harpur,31,Doctor of Philosophy,Female,1,1200,Unknown,C47,Clinical Psychology,8247.03,Harpur Doctor of Philosophy,Bachelors Prepared,38581.03,30334,1,0.102591634,-0.276802643,-0.124327124,3.74,3.56,3.69,4,4,3.72,4,0,0,0.05,7,3.82,5.8,GD Harpur,White
1201,7580,7580,6255,6255,2011,23,GD Watson,31,Doctor of Philosophy,Male,1,1201,China,R98,Mechanical Engineering,17417.22,Mechanical Engineering PhD,0,62389.22,44972,1,-0.888883163,1.700470555,-1.046248333,3.67,3.5,3.7,3.75,4,0,0,0,0,0.09,5,3.72,5,GD Non-Harpur,China
1202,4935,4935,3888,3888,2013,34,GD Harpur,40,Doctor of Philosophy,Male,1,1202,White,C15,Chemistry,4581.17,Harpur Doctor of Philosophy,Bachelors Prepared,24945.17,20364,1,-1.962687286,4.52648887,1.030622457,2.94,3.85,3.85,0,0,0,0,0,0,0.45,3,3.55,4.4,GD Harpur,White
1203,7580,7580,6255,695,2011,22,GD Harpur,30,Doctor of Philosophy,Male,1,1203,China,C15,Chemistry,9191.02,Harpur Doctor of Philosophy,Bachelors Prepared,35438.02,26247,1,-0.151083667,0.141843781,-0.358189594,4,3.9,3.7,0,0,0,0,0,0,-0.15,3,3.87,4,GD Harpur,China
1204,7580,7580,6255,6255,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1204,China,C15,Chemistry,13241.13,Harpur Doctor of Philosophy,Bachelors Prepared,52093.13,38852,1,-0.584268517,1.317812831,-1.674538423,3.15,3.58,3.65,3.7,4,0,0,0,0,0.18,5,3.62,5,GD Harpur,China
1205,7580,7580,8340,8340,2011,25,GD Harpur,33,Doctor of Philosophy,Female,1,1205,Europe,C43,Political Science,12126.5,Harpur Doctor of Philosophy,Bachelors Prepared,63558.5,51432,1,-0.55592037,0.724574381,1.922841979,4,3.9,4,4,4,4,0,0,0,0.01,6,3.98,4.4,GD Harpur,White
1206,7580,7580,8340,8340,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1206,China,C22,Economics,19064.64,Harpur Doctor of Philosophy,Bachelors Prepared,68206.64,49142,1,-0.187262874,0.140584728,-0.978452175,3.7,4,4,4,3.69,4,0,0,0,0.02,6,3.9,5.4,GD Harpur,China
1207,6885,6885,841,841,2011,22,GD Watson,30,Doctor of Philosophy,Female,1,1207,China,R92,Computer Science,12355.28,Computer Science PhD,0,33357.28,21002,1,-1.166497553,2.608950825,-1.116920779,4,3.9,4,4,0,0,0,0,0,0.01,4,3.98,7,GD Non-Harpur,China
1208,5688,5688,6255,6255,2011,25,GD Watson,33,Doctor of Philosophy,Female,1,1208,China,R87,Industrial and Systems Enginee,9903.34,Industrial and Systems Eng PhD,0,37926.34,28023,1,-0.230891553,0.256617603,-0.434554799,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,4,GD Non-Harpur,China
1209,7580,7580,8340,8340,2011,24,GD Harpur,32,Doctor of Philosophy,Female,1,1209,China,C22,Economics,13335.74,Harpur Doctor of Philosophy,Masters Prepared,62477.74,49142,1,0.072086108,-0.093955448,-0.249334622,3.48,3.9,3.8,3.9,3.76,4,0,0,0,0.07,6,3.81,4.4,GD Harpur,China
1210,4435,4435,4290,4685,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1210,White,C47,Clinical Psychology,7561.35,Harpur Doctor of Philosophy,Bachelors Prepared,34985.35,27424,1,0.42685862,-0.905397564,-0.259257167,3.83,3.43,3.89,3.92,4,3.24,0,0,0,-0.03,6,3.72,5.8,GD Harpur,White
1211,5688,5688,6255,6255,2011,26,GD Watson,34,Doctor of Philosophy,Male,1,1211,China,R96,Electrical Engineering,15045.11,Electrical Engineering PhD,0,42143.11,27098,1,-0.97574589,1.883607716,-0.70521937,4,4,4,4,0,0,0,0,0,0,4,4,4,GD Non-Harpur,China
1212,0,0,4685,3510,2011,33,GD Harpur,41,Doctor of Philosophy,Male,1,1212,White,C29,History,75847.1,Harpur Doctor of Philosophy,Masters Prepared,92061.1,16214,1,0.800793057,-1.668107228,0.763532041,4,3.7,3.8,4,3.88,3.7,0,0,0,-0.02,6,3.85,5.8,GD Harpur,White
1213,3510,3510,411,411,2011,26,GD Harpur,34,Doctor of Philosophy,Female,1,1213,White,C26,Geology,4140.99,Harpur Doctor of Philosophy,Masters Prepared,12846.99,8706,1,0.360789572,-0.413130934,-0.157968733,3.9,4,0,0,0,0,0,0,0,0.1,2,3.95,4.4,GD Harpur,White
1214,7580,7580,8340,6255,2011,25,GD Harpur,33,Doctor of Philosophy,Female,1,1214,White,C52,Sociology,20407.41,Harpur Doctor of Philosophy,Bachelors Prepared,57812.41,37405,1,0.204619804,-0.572522673,-0.569521584,4,3.9,4,0,0,0,0,0,0,0,3,3.97,7.4,GD Harpur,White
1215,6885,6885,841,841,2011,22,GD Watson,30,Doctor of Philosophy,Female,1,1215,China,R91,Biomedical Engineering,10456.5,Bioengineering PhD,0,29608.5,19152,1,-1.227814465,2.24376458,0.094253727,3.58,4,3.85,0,0,0,0,0,0,0.13,3,3.81,5.8,GD Non-Harpur,China
1216,4435,4435,4685,3510,2011,24,GD Management,32,Doctor of Philosophy,Male,1,1216,Hispanic or Latino,B99,Management PHD,4285.98,Management PhD,0,25892.98,21607,1,-0.159507536,0.344397303,-2.018523811,3.93,4,3.92,4,4,0,0,0,1,0.01,5,3.97,3,GD Non-Harpur,White
1217,5688,5688,7645,6255,2011,26,GD Watson,34,Doctor of Philosophy,Male,1,1217,Asia,R96,Electrical Engineering,12899.39,Electrical Engineering PhD,0,38940.39,26041,1,-2.408591338,5.075614057,-1.079695029,4,4,3.89,4,0,0,0,0,0,-0.01,4,3.97,3,GD Non-Harpur,Asia
1218,7580,7580,8340,6255,2011,26,GD Harpur,34,Doctor of Philosophy,Female,1,1218,Asia,C52,Sociology,22064.67,Harpur Doctor of Philosophy,Masters Prepared,66514.67,44450,1,-0.52371245,1.169703896,-0.223802062,4,3.9,3.9,0,0,0,0,0,0,-0.05,3,3.93,6.4,GD Harpur,Asia
1219,6885,6885,7569,7569,2011,24,GD Watson,32,Doctor of Philosophy,Male,1,1219,India,R98,Mechanical Engineering,16679.99,Mechanical Engineering PhD,0,48362.99,31683,1,-1.572473733,2.942892763,0.92153831,3,3.9,4,3.67,4,4,0,0,1,0.14,6,3.76,6.4,GD Non-Harpur,White
1220,6885,841,841,925,2011,22,GD Harpur,30,Doctor of Philosophy,Female,1,1220,China,C29,History,9921.41,Harpur Doctor of Philosophy,Masters Prepared,20338.41,10417,1,-0.915900953,1.765269055,-0.756301721,3.32,3.8,3.7,3.81,3.82,4,0,0,0,0.1,6,3.74,5.8,GD Harpur,China
1221,7580,7580,6255,6255,2011,22,GD Harpur,30,Doctor of Philosophy,Male,1,1221,China,C34,Mathematics,15181.72,Harpur Doctor of Philosophy,Bachelors Prepared,58303.72,43122,1,-0.673406098,1.368530424,-1.283229724,4,4,4,3.85,4,4,0,0,0,0,6,3.98,4.4,GD Harpur,China
1222,0,3699,3699,3888,2012,27,GD Harpur,34,Doctor of Philosophy,Female,1,1222,Unknown,C01,Anthropology,118959.55,Harpur Doctor of Philosophy,Masters Prepared,135501.55,16542,1,0.354906654,-0.710922032,0.611957722,4,4,4,4,4,4,0,0,0,0,6,4,6.4,GD Harpur,White
1223,5688,5688,6255,6255,2011,30,GD Watson,38,Doctor of Philosophy,Male,1,1223,Asian,R96,Electrical Engineering,13946.67,Electrical Engineering PhD,0,41044.67,27098,1,-0.513318926,0.90709383,-0.549066267,3.7,3.85,4,4,0,0,0,0,0,0.1,4,3.89,4,GD Non-Harpur,White
1224,0,0,3888,1728,2013,29,GD Harpur,35,Doctor of Philosophy,Female,1,1224,White,C23,English,59759.01,Harpur Doctor of Philosophy,Masters Prepared,66281.01,6522,1,1.651976083,-3.208901223,0.228667814,4,4,4,4,0,0,0,0,0,0,4,4,4,GD Harpur,White
